"prod_id","prod_cd","prod_desc","prod_level8_desc","prod_level7_desc","prod_level6_desc","prod_level5_desc","prod_level4_desc","prod_level3_desc","prod_level2_desc","prod_level1_desc","prod_level0_desc"
"6104","G17","MOTOR CYCLE LOAN","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5309","106_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6947","SNCD_220","SHORT NCD ISSUED/NCD PURCHASED(INV/TRD)","","","","Short Term","NID Issued","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6844","R34","FSMI2 SME PBF","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6636","MIM_MIMQTAR","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5635","A1_OTHLNS","STANDARD PRODUCTS","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6373","IP38_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6068","FP","FLOOR PLAN","","","","Floor Plan","Auto","Loans And Advances","Assets","On Balance Sheet","All Product"
"6943","SMI2","FSMI 2 DEPOSIT MONEY MARKET","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"5761","BNMN","BANK NEGARA MONETARY NOTES (CB)","","Fixed","Bonds","Bnm","Securities","Investments","Assets","On Balance Sheet","All Product"
"6226","H71","EDUCATION-I (LOCAL)","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6411","IP81_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"7025","UPAS","USANCE PAYABLE AT SIGHT","","","","Foreign Currency Loan","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"6144","H11_MORT","DIBS HOUSING FIN-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5820","C6","GEHL -GOVT EMPLOYEES H/LOANS","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6291","IABP","OTHER ISLAMIC BA'S PURCHASED","","","","","BA Discounted","Investments","Assets","On Balance Sheet","All Product"
"6392","IP59_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6699","OPSP","CUSTOMER FX SPOT CONTRACT","","","","","","Spot","Forex","Off Balance Sheet","All Product"
"390269","W30","MEDIUM TERM NOTES-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6779","Q27","FGS-RFSB","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6739","PMA_PREMIER-1","PREMIER MUDHARABAH CA - PREMIER-1","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6007","E87","ARAB MALAYSIA 1ST FUND SCH II","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5540","60_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5803","C36","TNB STAFF HL SCHEME","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6186","H33_SHPHSE","BBA TERM FINANCING-I","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6287","HLG_HLGIIMF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6720","OSKUOB_RHBGAF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6655","N1","DIRECT HIRE PURCHASE","","","","Hire Purchase","Auto","Loans And Advances","Assets","On Balance Sheet","All Product"
"5662","AMB_AMBSVPFBSGD","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6230","H75","INDUS3COMM-I I DSR","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5378","135_OD","MAXIPLAN WC-II","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5334","116_OD","(G) SME PBF CLEAN","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6188","H34_MORT","LAND FINANCING-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6998","TA_TAADIF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6518","M12","MALAYSIA BERJAYA FUND SCH I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6283","HDBS_HWSOF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5919","E023_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6428","IPDS","ISLAMIC SHORTTERM REVOLVING CREDIT DISCOUNTED","","","","","Short Term Revolving Credit","Loans And Advances","Assets","On Balance Sheet","All Product"
"6171","H26","NESTLE DISTRIBUTORS FIN-I","","","","Syndicate","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5858","D011_CASH","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"390170","MIM_MAMCIF4","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6167","H22","SJKP HF GUARANTEE SCH-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5593","84_OD","INDUS3COMM WC-II","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6949","SPOT","FX SPOT DEAL","","","","","","Spot","Forex","Off Balance Sheet","All Product"
"5732","B63","GENERIC SME PBF CLEAN","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390290","W36","MALAYSIA MY 2ND HOME","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6369","IP34_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6329","ILC","INWARD LETTER OF CREDIT","","","","","","Letter Of Credit","Trade","Off Balance Sheet","All Product"
"6985","T33","NEF2-I PBF OTH","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6352","IP10_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6800","Q47","PORTFOLIO GUARANTEE","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5580","77_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6598","MBB_M3","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"7046","W1_OTHMORT","SME CLEAN FINANCING-I","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6350","IP08_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6354","IP12_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6617","MIFCA","MASTER ISLAMIC FOREIGN CURRENCY ACCOUNT","","","","","Current Account","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6199","H44","HOUSE REFIN - I (PERSONAL MED)","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6775","Q23","FGS-NEF","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390187","153_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6165","H20","VEHICLE FINANCING-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5900","E001_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5578","76_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6293","IBBM_BOND","CORPORATE BONDS","","","Bonds","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"390248","B78","MAXIPLAN WC III","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390183","B87","BB GST AID","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5353","123_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5252","032","AMEX IKHWAN PLATINUM","","Platinum","Amex","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6430","IPFW","CUSTOMER FX FORWARD CONTRACT ISLAMIC","","","","","","Forward","Forex","Off Balance Sheet","All Product"
"6148","H12","PERSONAL FINANCING-I","","","Salary","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6960","T10","NEF2 TBVLT-I","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5349","121_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5881","DBEP-AP-WA","DOMESTIC WITHOUT ADVANCE","","","","","","Bills Negotiation","Trade","Off Balance Sheet","All Product"
"5940","E2","MAYABANK EDUCATION LOAN","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5656","AMB_AMBILTF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5414","15_OD","CONT FIN - CONSTRUCTION","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6064","FOBP","ISLAMIC-FOREIGN BILL OF EXCHANGE","","","","Bills Negotiation","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"5597","86_OD","SHELL D/L-FSMI2","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6676","NEFV","NEW ENTREPRENEURS FUND VARIABLE","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"6594","MBB_IESB19","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5311","107_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5391","140_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6783","Q31","SME MODERNISATION FACILITY","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5660","AMB_AMBSVPFAMYR","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6306","ICP","ISLAMIC COMMERCIAL PAPERS","","","Notes / Bills","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"5671","AMINVEST_AMCMM2","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5231","013","MFB VISA CLASSIC","","Classics","Visa","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"7021","UOB_UOBAHYFUSD","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5229","011","MASTER CARD PURCHASING","","Others","Master","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5698","B23","INDUS3COMM III DSR","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6253","H97","CONSTR-BLANKET CONTRACT FIN-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7067","W45","BB TERAJU FIN-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6840","R30","NEF2 MAXIPLAN-R","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5976","E58","HLB GROWTH FUND SCH II","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5437","21_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5463","29_OD","FSMI2","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6182","H33","BBA TERM FINANCING-I","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5347","120_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390273","157_OD","FDX OPT B NEF2","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5448","26_SMF","Not Applicable","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390292","W8","PUNB FINANCING-I (PERBADANAN USAHAWAN NASIONAL BERHAD)","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6941","SIJ","SUKUK BNM IJARAH","","Fixed","Bonds","Bnm","Securities","Investments","Assets","On Balance Sheet","All Product"
"6224","H67","REVERSE MORTGAGE FIN-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390174","MBB_OCBCSP2022","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6771","Q2","CGC - SPECIAL LOAN SCHEME (SLS)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5473","32_OD","DAGS","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6899","S29","SMALLBIZ EXPRESS-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6512","LT_NID_140","LONG TERM NID","","","","Long Term - Fixed","NID Purchased","Investments","Assets","On Balance Sheet","All Product"
"6836","R27","SCHEME A - UNDER BANKED","","","","Microfinance","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5679","AMINVEST_AMMETALS","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5923","E027_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6333","IMT-I","IMTEEN-I","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"5456","27_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"7107","MBB_ABMB2025T2","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"390288","W10","CORP STAFF HF-I SME BANK","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7084","X1_SHPHSE","ISTISNA WA IJARAH-I","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5332","115_OD","(G) SME PBF SECURED","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5566","714","PERSONAL CASH-I","","Other Personal Loan - Cards","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6935","SFT1","SPECIAL FUND FOR TOURISM DEPOSIT","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"6451","ISCD_220","ISLAMIC COUPON DISCOUNT","","","","Zero Coupon","NID Issued","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"7082","X1_OTHLNS","ISTISNA WA IJARAH-I","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390267","W23","MAXIPLAN-I WC I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6760","Q1","CREDIT GUARANTEE CORP (CGC)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6516","M10","DANA JOHOR SCH IV","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5717","B41","CONSTR-BLANKET CONTRACT FIN","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5364","129_OD","MAXIPLAN II DSR","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5372","132_OD","MAXIPLAN II MOR","","","Housing","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390149","E039_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6876","RRTB","TREASURY BILL REVERSED REPO-MM PLACED FI","","","","","Reverse REPO","Investments","Assets","On Balance Sheet","All Product"
"5780","C14","PERSONAL WORKING CAPITAL","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6817","R1","FUND FOR FOOD (3F) SCHEME","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7000","TA_TACPF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"7002","TA_TAEURO","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5898","DTMF_FD","DEPOSIT TAKEN;MONEY MARKET FIXED","","","","","Term Deposits","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6695","OIBP","OWN ISLAMIC ACCEPTANCES PURCHASED","","","","","BA Discounted","Investments","Assets","On Balance Sheet","All Product"
"6127","GGC","GOLD CERTIFICATES","","","","","Term Deposits","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"5879","DBEP","DOMESTIC BILL OF EXCHANGE","","","","Bills Negotiation","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"5471","31_OD","FUND FOR FOOD","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6939","SGIA_CD","SPECIAL GENERAL INVESTMENT ACCOUNT","","","","","Short Term Deposit","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"5980","E61","DCB-RHB DYNAMIC FUND SCH II","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6983","T31","MF-I UNBANKED","","","","Microfinance","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5511","49_OD","FGS-RFSMI","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390252","D10","NEW ENTREPRENEURS FUND (NEF)","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6394","IP62_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"390143","FC_DEPO_C_CD","FC NON BANK DEPOSIT","","","","","Term Deposits","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"5587","81_OD","INDUS3COMM-I MOR","","","Shophouse","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5536","602","AMEX CORP PURCHASING","","Others","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6407","IP76_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6796","Q43","PETRONAS DEALERS-FGS-NEF2","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5494","40_SMF","Not Applicable","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"7088","YIP>18","YIPPIE>18","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6108","G20","< 100K BNM HOPE (HL-SEMI)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5614","91_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6342","ING_INGGO","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5355","124_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6033","FBEP-AP-WA","FOREIGN WITHOUT ADVANCE","","","","","","Bills Negotiation","Trade","Off Balance Sheet","All Product"
"6344","INID_220","NEGOTIABLE ISLAMIC DEBT SECURITIES","","","","","NID Issued","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6815","R001_CASH","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"390189","154_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6630","MIM_MAMGBF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6575","MBB_CRAFRNID3YRS","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"7063","W41","EMES-PBF SEC-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6609","MBB_SPOSTPERP","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5418","17_OD","BRIDGING LOANS","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"7036","VCB","VTL COIN BOX","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6205","H5","SYNDICATED FINANCING-I","","","","Syndicate","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6918","S46","SME PORTFOLIO GTEE EXTRA-i","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390307","159_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5591","83_OD","INDUS3COMM WC-I","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6493","L4","< 100K BNM HOPE-I (HF STAFF)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5351","122_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6455","ISG","ISLAMIC SHIPPING GUARANTEE","","","","","","Shipping Guarantee","Trade","Off Balance Sheet","All Product"
"6861","RFSMI","REHABILITATION FUND FOR SMALL AND MEDIUM INDUSTRIES (RFSMI)","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"5496","41_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5492","406","AMEX MAS CORPORATE CHARGE CARD","","Others","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6308","IDCP","ISLAMIC SHORT TERM PDS","","","Notes / Bills","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"5677","AMINVEST_AMINCOME","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6973","T22","BERNAS PRL FINANCING-I","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5711","B35","REINSTATEMENT PROPERTY LOAN","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390166","W27","MAXIPLAN-I III DSR","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5267","047","MAYBANK 2 MASTERCARD PLATINUM","","Platinum","Master","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6531","M24","AMANAH SAHAM PAHANG SCH IV","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6882","S13","SRGF-2-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6125","G7","EDUCATION LOAN - FOREIGN","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6878","S1","ISLAMIC DAGS","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5221","009","AMEX GOLD","","Gold","Amex","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6432","IPRS","ISLAMIC PROFIT RATE SWAP","","","","","Interest Rate","Swap","Derivatives","Off Balance Sheet","All Product"
"5637","A1_SHPHSE","STANDARD PRODUCTS","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6731","PFX_FWD","PROMISSORY FX FORWARD","","","","","","Forward","Forex","Off Balance Sheet","All Product"
"6045","FC_IB_CALL_140","FC INTERBANK CALL MONEY","","","","","","Interbank Placement","Assets","On Balance Sheet","All Product"
"6857","R9","REHABILITATION FUNDS FOR SMI","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6979","T28","FSMI-I SME PBF","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5982","E63","ABRAR INVEST FUND SCH I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5673","AMINVEST_AMDYNAMIC","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5427","203_261","TERM LOAN-DIRECT","","","","","","Loans And Advances","Assets","On Balance Sheet","All Product"
"6634","MIM_MIMQINC","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5450","272_261","STAFF RENOVATION LOAN","","","","","","Loans And Advances","Assets","On Balance Sheet","All Product"
"6653","N001_MGN","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6769","Q18","SEGS BUMI (SMALL ENTREPRENEUR GUARANTEE SCHEME BUMI)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6447","IRS","IRS INSTRUMENT","","","","","Interest Rate","Swap","Derivatives","Off Balance Sheet","All Product"
"6310","IECR-PRE","ISLAMIC -SUB BILLS DISCOUNTED-PRE","","","Pre","Export Credit Refinancing","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"6510","LOANSTOCK","LOAN NOTES ISSD BY CORPORATION","","","Bonds","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"6434","IPTD","FX DATE OPTION ISLAMIC","","","","","","Spot","Forex","Off Balance Sheet","All Product"
"5618","93_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5223","00_OD","NO FACILITY","","","","Others","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6157","H17","OIL PALM PLANTATION-I PACKAGE","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6472","J1","SMF (SHARE MARGIN FINANCING)","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5265","043","MAS AMEX PLATINUM BUSINESS","","","Amex","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5633","A101_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5534","59_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6495","L6","< 100K BNM HOPE-I (HF COMM)","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390271","156_OD","FDX OPT B FSMI2","","","BNM","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5612","90_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
